# Please note that there may be discrepancies between your electric bill and what Sense reports due to data interruptions (such as Wi-Fi signal loss or loss of power) or other issues.,,,,,,,,
DateTime,Device ID,Name,Device Type,Device Make,Device Model,Device Location,Avg Wattage,kWh
3/25/2020 0:00,solar,Solar Production,Solar,,,,2.606,0.003
3/25/2020 0:00,77639ae9,Portable Heater,Space Heater,,,,17.332,0.017
3/25/2020 1:00,mains,Total Usage,,,,,956.939,0.957
3/25/2020 1:00,always_on,Always On,AlwaysOn,,,,446.466,0.446
3/25/2020 1:00,solar,Solar Production,Solar,,,,3.443,0.003
3/25/2020 1:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/25/2020 1:00,77639ae9,Portable Heater,Space Heater,,,,50.665,0.051
3/25/2020 2:00,mains,Total Usage,,,,,1020.913,1.021
3/25/2020 2:00,always_on,Always On,AlwaysOn,,,,447,0.447
3/25/2020 2:00,c4efa971,Fridge,Fridge,,,,60.616,0.061
3/25/2020 2:00,solar,Solar Production,Solar,,,,2.998,0.003
3/25/2020 2:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/25/2020 2:00,77639ae9,Portable Heater,Space Heater,,,,16.662,0.017
3/25/2020 3:00,mains,Total Usage,,,,,898.859,0.899
3/25/2020 3:00,always_on,Always On,AlwaysOn,,,,445.783,0.446
3/25/2020 3:00,solar,Solar Production,Solar,,,,2.924,0.003
3/25/2020 3:00,77639ae9,Portable Heater,Space Heater,,,,59.175,0.059
3/25/2020 4:00,mains,Total Usage,,,,,1090.146,1.09
3/25/2020 4:00,always_on,Always On,AlwaysOn,,,,440,0.44
3/25/2020 4:00,c4efa971,Fridge,Fridge,,,,16.609,0.017
3/25/2020 4:00,cfd74978,Furnace,Furnace,,,,114.684,0.115
3/25/2020 4:00,solar,Solar Production,Solar,,,,3.449,0.003
3/25/2020 4:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/25/2020 4:00,63b2178f,Furnace1,Mystery Heat,,,,21.178,0.021
3/25/2020 4:00,77639ae9,Portable Heater,Space Heater,,,,60.442,0.06
3/25/2020 5:00,mains,Total Usage,,,,,1198.73,1.199
3/25/2020 5:00,always_on,Always On,AlwaysOn,,,,440.483,0.44
3/25/2020 5:00,cfd74978,Furnace,Furnace,,,,285.898,0.286
3/25/2020 5:00,solar,Solar Production,Solar,,,,4.173,0.004
3/25/2020 5:00,63b2178f,Furnace1,Mystery Heat,,,,48.251,0.048
3/25/2020 5:00,77639ae9,Portable Heater,Space Heater,,,,45.539,0.046
3/25/2020 6:00,mains,Total Usage,,,,,856.885,0.857
3/25/2020 6:00,always_on,Always On,AlwaysOn,,,,438.4,0.438
3/25/2020 6:00,solar,Solar Production,Solar,,,,-1.032,-0.001
3/25/2020 6:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/25/2020 6:00,77639ae9,Portable Heater,Space Heater,,,,34.37,0.034
3/25/2020 7:00,mains,Total Usage,,,,,1390.059,1.39
3/25/2020 7:00,always_on,Always On,AlwaysOn,,,,436.516,0.437
3/25/2020 7:00,cfd74978,Furnace,Furnace,,,,530.032,0.53
3/25/2020 7:00,solar,Solar Production,Solar,,,,-1267.321,-1.267
3/25/2020 7:00,63b2178f,Furnace1,Mystery Heat,,,,90.477,0.09
3/25/2020 7:00,77639ae9,Portable Heater,Space Heater,,,,19.483,0.019
3/25/2020 8:00,a69d3ea2,Microwave,Microwave,,,,19.321,0.019
3/25/2020 8:00,mains,Total Usage,,,,,1759.339,1.759
3/25/2020 8:00,always_on,Always On,AlwaysOn,,,,436,0.436
3/25/2020 8:00,cfd74978,Furnace,Furnace,,,,644.48,0.644
3/25/2020 8:00,25c55a21,Dishwasher,Dishwasher,,,,262.881,0.263
3/25/2020 8:00,solar,Solar Production,Solar,,,,-3419.088,-3.419
3/25/2020 8:00,63b2178f,Furnace1,Mystery Heat,,,,108.388,0.108
3/25/2020 8:00,77639ae9,Portable Heater,Space Heater,,,,1.712,0.002
3/25/2020 9:00,mains,Total Usage,,,,,2095.441,2.095
3/25/2020 9:00,always_on,Always On,AlwaysOn,,,,436,0.436
3/25/2020 9:00,c4efa971,Fridge,Fridge,,,,129.199,0.129
3/25/2020 9:00,cfd74978,Furnace,Furnace,,,,593.506,0.594
3/25/2020 9:00,25c55a21,Dishwasher,Dishwasher,,,,477.57,0.478
3/25/2020 9:00,solar,Solar Production,Solar,,,,-4878.748,-4.879
3/25/2020 9:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/25/2020 9:00,63b2178f,Furnace1,Mystery Heat,,,,100.471,0.1
3/25/2020 10:00,mains,Total Usage,,,,,2029.986,2.03
3/25/2020 10:00,always_on,Always On,AlwaysOn,,,,436,0.436
3/25/2020 10:00,c4efa971,Fridge,Fridge,,,,128.015,0.128
3/25/2020 10:00,25c55a21,Dishwasher,Dishwasher,,,,300.175,0.3
3/25/2020 10:00,solar,Solar Production,Solar,,,,-5938.018,-5.938
3/25/2020 10:00,62987bff,Dryer,Dryer,,,,789.381,0.789
3/25/2020 10:00,c947eccb,Motor 1,Mystery Motor,,,,63.812,0.064
3/25/2020 11:00,mains,Total Usage,,,,,831.145,0.831
3/25/2020 11:00,always_on,Always On,AlwaysOn,,,,436,0.436
3/25/2020 11:00,c4efa971,Fridge,Fridge,,,,2.191,0.002
3/25/2020 11:00,solar,Solar Production,Solar,,,,-6778.925,-6.779
3/25/2020 11:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/25/2020 12:00,mains,Total Usage,,,,,1621.506,1.622
3/25/2020 12:00,always_on,Always On,AlwaysOn,,,,435.516,0.436
3/25/2020 12:00,c4efa971,Fridge,Fridge,,,,25.749,0.026
3/25/2020 12:00,solar,Solar Production,Solar,,,,-7257.69,-7.258
3/25/2020 13:00,mains,Total Usage,,,,,1225.745,1.226
3/25/2020 13:00,always_on,Always On,AlwaysOn,,,,435,0.435
3/25/2020 13:00,solar,Solar Production,Solar,,,,-6933.029,-6.933
3/25/2020 13:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/25/2020 14:00,mains,Total Usage,,,,,731.555,0.732
3/25/2020 14:00,always_on,Always On,AlwaysOn,,,,435,0.435
3/25/2020 14:00,solar,Solar Production,Solar,,,,-6320.573,-6.321
3/25/2020 15:00,mains,Total Usage,,,,,1010.624,1.011
3/25/2020 15:00,always_on,Always On,AlwaysOn,,,,435,0.435
3/25/2020 15:00,c4efa971,Fridge,Fridge,,,,7.563,0.008
3/25/2020 15:00,solar,Solar Production,Solar,,,,-4971.697,-4.972
3/25/2020 15:00,62987bff,Dryer,Dryer,,,,266.725,0.267
3/25/2020 15:00,c947eccb,Motor 1,Mystery Motor,,,,12.005,0.012
3/25/2020 15:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/25/2020 16:00,bb65939b,Oven Range,Oven,,,,911.375,0.911
3/25/2020 16:00,mains,Total Usage,,,,,3689.77,3.69
3/25/2020 16:00,always_on,Always On,AlwaysOn,,,,435,0.435
3/25/2020 16:00,c4efa971,Fridge,Fridge,,,,51.625,0.052
3/25/2020 16:00,solar,Solar Production,Solar,,,,-3285.841,-3.286
3/25/2020 16:00,62987bff,Dryer,Dryer,,,,1357.608,1.358
3/25/2020 16:00,c947eccb,Motor 1,Mystery Motor,,,,112.243,0.112
3/25/2020 16:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/25/2020 17:00,a69d3ea2,Microwave,Microwave,,,,23.115,0.023
3/25/2020 17:00,bb65939b,Oven Range,Oven,,,,163.352,0.163
3/25/2020 17:00,mains,Total Usage,,,,,1276.755,1.277
3/25/2020 17:00,always_on,Always On,AlwaysOn,,,,434.516,0.435
3/25/2020 17:00,solar,Solar Production,Solar,,,,-1333.264,-1.333
3/25/2020 18:00,mains,Total Usage,,,,,775.12,0.775
3/25/2020 18:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/25/2020 18:00,c4efa971,Fridge,Fridge,,,,81.225,0.081
3/25/2020 18:00,solar,Solar Production,Solar,,,,-296.194,-0.296
3/25/2020 18:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/25/2020 19:00,mains,Total Usage,,,,,868.183,0.868
3/25/2020 19:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/25/2020 19:00,solar,Solar Production,Solar,,,,1.486,0.001
3/25/2020 20:00,mains,Total Usage,,,,,849.034,0.849
3/25/2020 20:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/25/2020 20:00,c4efa971,Fridge,Fridge,,,,91.193,0.091
3/25/2020 20:00,solar,Solar Production,Solar,,,,2.172,0.002
3/25/2020 20:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/25/2020 21:00,mains,Total Usage,,,,,818.245,0.818
3/25/2020 21:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/25/2020 21:00,solar,Solar Production,Solar,,,,1.481,0.001
3/25/2020 22:00,mains,Total Usage,,,,,846.231,0.846
3/25/2020 22:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/25/2020 22:00,c4efa971,Fridge,Fridge,,,,81.141,0.081
3/25/2020 22:00,solar,Solar Production,Solar,,,,1.597,0.002
3/25/2020 22:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/25/2020 23:00,mains,Total Usage,,,,,853.548,0.854
3/25/2020 23:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/25/2020 23:00,c4efa971,Fridge,Fridge,,,,128.015,0.128
3/25/2020 23:00,solar,Solar Production,Solar,,,,2.177,0.002
3/26/2020 0:00,mains,Total Usage,,,,,978.933,0.979
3/26/2020 0:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/26/2020 0:00,c4efa971,Fridge,Fridge,,,,41.12,0.041
3/26/2020 0:00,solar,Solar Production,Solar,,,,3.238,0.003
3/26/2020 0:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/26/2020 0:00,77639ae9,Portable Heater,Space Heater,,,,32.22,0.032
3/26/2020 1:00,mains,Total Usage,,,,,972.807,0.973
3/26/2020 1:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/26/2020 1:00,c4efa971,Fridge,Fridge,,,,42.475,0.042
3/26/2020 1:00,solar,Solar Production,Solar,,,,3.119,0.003
3/26/2020 1:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/26/2020 1:00,77639ae9,Portable Heater,Space Heater,,,,36.677,0.037
3/26/2020 2:00,mains,Total Usage,,,,,922.93,0.923
3/26/2020 2:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/26/2020 2:00,solar,Solar Production,Solar,,,,3.262,0.003
3/26/2020 2:00,77639ae9,Portable Heater,Space Heater,,,,46.337,0.046
3/26/2020 3:00,mains,Total Usage,,,,,995.899,0.996
3/26/2020 3:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/26/2020 3:00,c4efa971,Fridge,Fridge,,,,0.89,0.001
3/26/2020 3:00,solar,Solar Production,Solar,,,,3.399,0.003
3/26/2020 3:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/26/2020 3:00,77639ae9,Portable Heater,Space Heater,,,,36.918,0.037
3/26/2020 4:00,mains,Total Usage,,,,,1077.358,1.077
3/26/2020 4:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/26/2020 4:00,cfd74978,Furnace,Furnace,,,,144.856,0.145
3/26/2020 4:00,solar,Solar Production,Solar,,,,3.84,0.004
3/26/2020 4:00,63b2178f,Furnace1,Mystery Heat,,,,28.622,0.029
3/26/2020 4:00,77639ae9,Portable Heater,Space Heater,,,,52.017,0.052
3/26/2020 5:00,mains,Total Usage,,,,,1368.737,1.369
3/26/2020 5:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/26/2020 5:00,c4efa971,Fridge,Fridge,,,,48.276,0.048
3/26/2020 5:00,cfd74978,Furnace,Furnace,,,,358.983,0.359
3/26/2020 5:00,solar,Solar Production,Solar,,,,4.479,0.004
3/26/2020 5:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/26/2020 5:00,63b2178f,Furnace1,Mystery Heat,,,,39.317,0.039
3/26/2020 5:00,77639ae9,Portable Heater,Space Heater,,,,38.836,0.039
3/26/2020 6:00,mains,Total Usage,,,,,1254.451,1.254
3/26/2020 6:00,always_on,Always On,AlwaysOn,,,,433.85,0.434
3/26/2020 6:00,c4efa971,Fridge,Fridge,,,,6.862,0.007
3/26/2020 6:00,cfd74978,Furnace,Furnace,,,,367.372,0.367
3/26/2020 6:00,solar,Solar Production,Solar,,,,-3.861,-0.004
3/26/2020 6:00,63b2178f,Furnace1,Mystery Heat,,,,61.071,0.061
3/26/2020 6:00,77639ae9,Portable Heater,Space Heater,,,,21.269,0.021
3/26/2020 7:00,mains,Total Usage,,,,,1498.339,1.498
3/26/2020 7:00,always_on,Always On,AlwaysOn,,,,433.15,0.433
3/26/2020 7:00,c4efa971,Fridge,Fridge,,,,43.492,0.043
3/26/2020 7:00,cfd74978,Furnace,Furnace,,,,640.988,0.641
3/26/2020 7:00,solar,Solar Production,Solar,,,,-1385.903,-1.386
3/26/2020 7:00,63b2178f,Furnace1,Mystery Heat,,,,108.076,0.108
3/26/2020 7:00,77639ae9,Portable Heater,Space Heater,,,,7.471,0.007
3/26/2020 8:00,mains,Total Usage,,,,,1344.167,1.344
3/26/2020 8:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/26/2020 8:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/26/2020 8:00,cfd74978,Furnace,Furnace,,,,533.524,0.534
3/26/2020 8:00,solar,Solar Production,Solar,,,,-3510.958,-3.511
3/26/2020 8:00,63b2178f,Furnace1,Mystery Heat,,,,91.059,0.091
3/26/2020 9:00,6ce5fddc,Pressure cooker ,Other Appliance,,,,8.785,0.009
3/26/2020 9:00,mains,Total Usage,,,,,1369.938,1.37
3/26/2020 9:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/26/2020 9:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/26/2020 9:00,cfd74978,Furnace,Furnace,,,,543.352,0.543
3/26/2020 9:00,solar,Solar Production,Solar,,,,-5198.408,-5.198
3/26/2020 9:00,63b2178f,Furnace1,Mystery Heat,,,,92.181,0.092
3/26/2020 10:00,a69d3ea2,Microwave,Microwave,,,,19.321,0.019
3/26/2020 10:00,mains,Total Usage,,,,,944.999,0.945
3/26/2020 10:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/26/2020 10:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/26/2020 10:00,25c55a21,Dishwasher,Dishwasher,,,,52.931,0.053
3/26/2020 10:00,solar,Solar Production,Solar,,,,-6385.023,-6.385
3/26/2020 11:00,mains,Total Usage,,,,,3366.246,3.366
3/26/2020 11:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/26/2020 11:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/26/2020 11:00,solar,Solar Production,Solar,,,,-7019.869,-7.02
3/26/2020 12:00,mains,Total Usage,,,,,1415.031,1.415
3/26/2020 12:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/26/2020 12:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/26/2020 12:00,solar,Solar Production,Solar,,,,-7085.952,-7.086
3/26/2020 12:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/26/2020 13:00,a69d3ea2,Microwave,Microwave,,,,41.469,0.041
3/26/2020 13:00,mains,Total Usage,,,,,734.494,0.734
3/26/2020 13:00,always_on,Always On,AlwaysOn,,,,434,0.434
3/26/2020 13:00,c4efa971,Fridge,Fridge,,,,52.465,0.052
3/26/2020 13:00,solar,Solar Production,Solar,,,,-7065.4,-7.065
3/26/2020 14:00,a69d3ea2,Microwave,Microwave,,,,14.144,0.014
3/26/2020 14:00,mains,Total Usage,,,,,802.418,0.802
3/26/2020 14:00,always_on,Always On,AlwaysOn,,,,434.483,0.434
3/26/2020 14:00,c4efa971,Fridge,Fridge,,,,27.101,0.027
3/26/2020 14:00,solar,Solar Production,Solar,,,,-5977.231,-5.977
3/26/2020 14:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/26/2020 15:00,mains,Total Usage,,,,,769.561,0.77
3/26/2020 15:00,always_on,Always On,AlwaysOn,,,,435,0.435
3/26/2020 15:00,solar,Solar Production,Solar,,,,-4860.545,-4.861
3/26/2020 15:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/26/2020 16:00,mains,Total Usage,,,,,835.034,0.835
3/26/2020 16:00,always_on,Always On,AlwaysOn,,,,436.283,0.436
3/26/2020 16:00,c4efa971,Fridge,Fridge,,,,22.946,0.023
3/26/2020 16:00,solar,Solar Production,Solar,,,,-2923.16,-2.923
3/26/2020 17:00,mains,Total Usage,,,,,993.536,0.994
3/26/2020 17:00,always_on,Always On,AlwaysOn,,,,438,0.438
3/26/2020 17:00,c4efa971,Fridge,Fridge,,,,18.887,0.019
3/26/2020 17:00,solar,Solar Production,Solar,,,,-1258.085,-1.258
3/26/2020 17:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/26/2020 18:00,bb65939b,Oven Range,Oven,,,,429.653,0.43
3/26/2020 18:00,mains,Total Usage,,,,,1815.87,1.816
3/26/2020 18:00,always_on,Always On,AlwaysOn,,,,438,0.438
3/26/2020 18:00,c4efa971,Fridge,Fridge,,,,9.431,0.009
3/26/2020 18:00,solar,Solar Production,Solar,,,,-303.971,-0.304
3/26/2020 19:00,a69d3ea2,Microwave,Microwave,,,,14.144,0.014
3/26/2020 19:00,mains,Total Usage,,,,,1266.956,1.267
3/26/2020 19:00,always_on,Always On,AlwaysOn,,,,438,0.438
3/26/2020 19:00,c4efa971,Fridge,Fridge,,,,100.964,0.101
3/26/2020 19:00,solar,Solar Production,Solar,,,,-21.478,-0.021
3/26/2020 19:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/26/2020 20:00,mains,Total Usage,,,,,1404.971,1.405
3/26/2020 20:00,always_on,Always On,AlwaysOn,,,,438,0.438
3/26/2020 20:00,cfd74978,Furnace,Furnace,,,,192.92,0.193
3/26/2020 20:00,solar,Solar Production,Solar,,,,3.927,0.004
3/26/2020 20:00,63b2178f,Furnace1,Mystery Heat,,,,33.769,0.034
3/26/2020 21:00,mains,Total Usage,,,,,1555.005,1.555
3/26/2020 21:00,always_on,Always On,AlwaysOn,,,,438,0.438
3/26/2020 21:00,c4efa971,Fridge,Fridge,,,,126.87,0.127
3/26/2020 21:00,cfd74978,Furnace,Furnace,,,,360.95,0.361
3/26/2020 21:00,solar,Solar Production,Solar,,,,4.828,0.005
3/26/2020 21:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/26/2020 21:00,63b2178f,Furnace1,Mystery Heat,,,,63.175,0.063
3/26/2020 22:00,mains,Total Usage,,,,,871.136,0.871
3/26/2020 22:00,always_on,Always On,AlwaysOn,,,,438,0.438
3/26/2020 22:00,c4efa971,Fridge,Fridge,,,,151.1,0.151
3/26/2020 22:00,cfd74978,Furnace,Furnace,,,,39.468,0.039
3/26/2020 22:00,solar,Solar Production,Solar,,,,2.315,0.002
3/26/2020 22:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/26/2020 22:00,63b2178f,Furnace1,Mystery Heat,,,,9.168,0.009
3/26/2020 23:00,mains,Total Usage,,,,,838.649,0.839
3/26/2020 23:00,always_on,Always On,AlwaysOn,,,,438,0.438
3/26/2020 23:00,c4efa971,Fridge,Fridge,,,,38.846,0.039
3/26/2020 23:00,cfd74978,Furnace,Furnace,,,,7.059,0.007
3/26/2020 23:00,solar,Solar Production,Solar,,,,1.834,0.002
3/26/2020 23:00,63b2178f,Furnace1,Mystery Heat,,,,0.914,0.001
3/27/2020 0:00,mains,Total Usage,,,,,885.643,0.886
3/27/2020 0:00,always_on,Always On,AlwaysOn,,,,438,0.438
3/27/2020 0:00,c4efa971,Fridge,Fridge,,,,15.403,0.015
3/27/2020 0:00,solar,Solar Production,Solar,,,,2.539,0.003
3/27/2020 0:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/27/2020 0:00,77639ae9,Portable Heater,Space Heater,,,,10.925,0.011
3/27/2020 1:00,mains,Total Usage,,,,,899.195,0.899
3/27/2020 1:00,always_on,Always On,AlwaysOn,,,,438,0.438
3/27/2020 1:00,c4efa971,Fridge,Fridge,,,,61.456,0.061
3/27/2020 1:00,solar,Solar Production,Solar,,,,2.947,0.003
3/27/2020 1:00,77639ae9,Portable Heater,Space Heater,,,,12.057,0.012
3/27/2020 2:00,mains,Total Usage,,,,,863.938,0.864
3/27/2020 2:00,always_on,Always On,AlwaysOn,,,,438,0.438
3/27/2020 2:00,c4efa971,Fridge,Fridge,,,,27.281,0.027
3/27/2020 2:00,solar,Solar Production,Solar,,,,2.771,0.003
3/27/2020 2:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/27/2020 2:00,77639ae9,Portable Heater,Space Heater,,,,25.196,0.025
3/27/2020 3:00,mains,Total Usage,,,,,875.556,0.876
3/27/2020 3:00,always_on,Always On,AlwaysOn,,,,440.816,0.441
3/27/2020 3:00,c4efa971,Fridge,Fridge,,,,21.96,0.022
3/27/2020 3:00,solar,Solar Production,Solar,,,,2.772,0.003
3/27/2020 3:00,77639ae9,Portable Heater,Space Heater,,,,21.25,0.021
3/27/2020 4:00,mains,Total Usage,,,,,954.371,0.954
3/27/2020 4:00,always_on,Always On,AlwaysOn,,,,449,0.449
3/27/2020 4:00,c4efa971,Fridge,Fridge,,,,52.465,0.052
3/27/2020 4:00,solar,Solar Production,Solar,,,,3.251,0.003
3/27/2020 4:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/27/2020 4:00,77639ae9,Portable Heater,Space Heater,,,,37.595,0.038
3/27/2020 5:00,mains,Total Usage,,,,,1236.699,1.237
3/27/2020 5:00,always_on,Always On,AlwaysOn,,,,449.783,0.45
3/27/2020 5:00,solar,Solar Production,Solar,,,,4.439,0.004
3/27/2020 5:00,63b2178f,Furnace1,Mystery Heat,,,,60.531,0.061
3/27/2020 5:00,77639ae9,Portable Heater,Space Heater,,,,16.973,0.017
3/27/2020 6:00,mains,Total Usage,,,,,1512.063,1.512
3/27/2020 6:00,always_on,Always On,AlwaysOn,,,,470.133,0.47
3/27/2020 6:00,c4efa971,Fridge,Fridge,,,,3.093,0.003
3/27/2020 6:00,cfd74978,Furnace,Furnace,,,,589.778,0.59
3/27/2020 6:00,solar,Solar Production,Solar,,,,5.648,0.006
3/27/2020 6:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/27/2020 6:00,63b2178f,Furnace1,Mystery Heat,,,,123.55,0.124
3/27/2020 6:00,77639ae9,Portable Heater,Space Heater,,,,24.231,0.024
3/27/2020 7:00,mains,Total Usage,,,,,1534.504,1.535
3/27/2020 7:00,always_on,Always On,AlwaysOn,,,,475.933,0.476
3/27/2020 7:00,cfd74978,Furnace,Furnace,,,,601.675,0.602
3/27/2020 7:00,solar,Solar Production,Solar,,,,-88.674,-0.089
3/27/2020 7:00,63b2178f,Furnace1,Mystery Heat,,,,101.78,0.102
3/27/2020 8:00,a69d3ea2,Microwave,Microwave,,,,19.321,0.019
3/27/2020 8:00,mains,Total Usage,,,,,1792.383,1.792
3/27/2020 8:00,always_on,Always On,AlwaysOn,,,,478,0.478
3/27/2020 8:00,c4efa971,Fridge,Fridge,,,,85.023,0.085
3/27/2020 8:00,cfd74978,Furnace,Furnace,,,,509.364,0.509
3/27/2020 8:00,25c55a21,Dishwasher,Dishwasher,,,,227.204,0.227
3/27/2020 8:00,solar,Solar Production,Solar,,,,-556.953,-0.557
3/27/2020 8:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/27/2020 8:00,63b2178f,Furnace1,Mystery Heat,,,,84.197,0.084
3/27/2020 9:00,mains,Total Usage,,,,,1456.458,1.456
3/27/2020 9:00,always_on,Always On,AlwaysOn,,,,478,0.478
3/27/2020 9:00,c4efa971,Fridge,Fridge,,,,27.281,0.027
3/27/2020 9:00,cfd74978,Furnace,Furnace,,,,122.7,0.123
3/27/2020 9:00,25c55a21,Dishwasher,Dishwasher,,,,249.166,0.249
3/27/2020 9:00,solar,Solar Production,Solar,,,,-828.379,-0.828
3/27/2020 9:00,63b2178f,Furnace1,Mystery Heat,,,,22.487,0.022
3/27/2020 10:00,mains,Total Usage,,,,,1586.366,1.586
3/27/2020 10:00,always_on,Always On,AlwaysOn,,,,478,0.478
3/27/2020 10:00,c4efa971,Fridge,Fridge,,,,51.571,0.052
3/27/2020 10:00,cfd74978,Furnace,Furnace,,,,56.567,0.057
3/27/2020 10:00,25c55a21,Dishwasher,Dishwasher,,,,612.27,0.612
3/27/2020 10:00,solar,Solar Production,Solar,,,,-1375.582,-1.376
3/27/2020 10:00,62987bff,Dryer,Dryer,,,,11.99,0.012
3/27/2020 10:00,c947eccb,Motor 1,Mystery Motor,,,,1.076,0.001
3/27/2020 10:00,2dfc2a5e,Pump,Pump,,,,1.283,0.001
3/27/2020 10:00,63b2178f,Furnace1,Mystery Heat,,,,11.641,0.012
3/27/2020 11:00,mains,Total Usage,,,,,1353.682,1.354
3/27/2020 11:00,always_on,Always On,AlwaysOn,,,,478,0.478
3/27/2020 11:00,c4efa971,Fridge,Fridge,,,,52.465,0.052
3/27/2020 11:00,25c55a21,Dishwasher,Dishwasher,,,,70.354,0.07
3/27/2020 11:00,solar,Solar Production,Solar,,,,-1636.453,-1.636
3/27/2020 11:00,62987bff,Dryer,Dryer,,,,450.104,0.45
3/27/2020 11:00,c947eccb,Motor 1,Mystery Motor,,,,60.368,0.06
3/27/2020 11:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/27/2020 12:00,bb65939b,Oven Range,Oven,,,,84.977,0.085
3/27/2020 12:00,mains,Total Usage,,,,,1213.481,1.213
3/27/2020 12:00,always_on,Always On,AlwaysOn,,,,478,0.478
3/27/2020 12:00,c4efa971,Fridge,Fridge,,,,12.285,0.012
3/27/2020 12:00,cfd74978,Furnace,Furnace,,,,123.864,0.124
3/27/2020 12:00,solar,Solar Production,Solar,,,,-2365.567,-2.366
3/27/2020 12:00,63b2178f,Furnace1,Mystery Heat,,,,22.466,0.022
3/27/2020 13:00,bb65939b,Oven Range,Oven,,,,344.675,0.345
3/27/2020 13:00,mains,Total Usage,,,,,2367.668,2.368
3/27/2020 13:00,always_on,Always On,AlwaysOn,,,,478.483,0.478
3/27/2020 13:00,cfd74978,Furnace,Furnace,,,,380.821,0.381
3/27/2020 13:00,solar,Solar Production,Solar,,,,-2141.251,-2.141
3/27/2020 13:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/27/2020 13:00,63b2178f,Furnace1,Mystery Heat,,,,82.062,0.082
3/27/2020 14:00,mains,Total Usage,,,,,1285.813,1.286
3/27/2020 14:00,always_on,Always On,AlwaysOn,,,,479,0.479
3/27/2020 14:00,cfd74978,Furnace,Furnace,,,,206.757,0.207
3/27/2020 14:00,solar,Solar Production,Solar,,,,-738.559,-0.739
3/27/2020 14:00,63b2178f,Furnace1,Mystery Heat,,,,35.763,0.036
3/27/2020 15:00,mains,Total Usage,,,,,1262.699,1.263
3/27/2020 15:00,always_on,Always On,AlwaysOn,,,,479,0.479
3/27/2020 15:00,c4efa971,Fridge,Fridge,,,,77.112,0.077
3/27/2020 15:00,cfd74978,Furnace,Furnace,,,,113.524,0.114
3/27/2020 15:00,solar,Solar Production,Solar,,,,-1067.471,-1.067
3/27/2020 15:00,2dfc2a5e,Pump,Pump,,,,1.47,0.001
3/27/2020 15:00,63b2178f,Furnace1,Mystery Heat,,,,20.804,0.021
3/27/2020 16:00,mains,Total Usage,,,,,1137.473,1.137
3/27/2020 16:00,always_on,Always On,AlwaysOn,,,,479,0.479
